,Unnamed: 0,空调光期温度设定,空调暗期温度设定,空调温度上限设定,空调温度下限设定,新风机手动开度,新风机手自动模式,空调自动模式,户外温度,户外湿度,1号室内温度,1号室内湿度,1号室内CO2浓度,2号室内温度,2号室内湿度,2号室内CO2浓度,1号PPFD,1号色温,1号PAR,1号红比,1号绿比,1号蓝比,2号PPFD,2号色温,2号PAR,2号红比,2号绿比,2号蓝比,3号PPFD,3号色温,3号PAR,3号红比,3号绿比,3号蓝比,1号风速,2号风速,营养液EC,营养液PH,营养液液温,空调手动开关机,空调开机指令下发,空调手动模式选择,空调风速选择,空调手动温度设定,空调手动操作指令下发,空调手自动切换,电磁阀手自动选择,电磁阀手动开阀,电磁阀手动关阀,time,平均温度,平均湿度,灯具负荷,自然负荷,新风负荷,总热渗入量
35711,35711,24.5,21.600000381469727,19.5,18.5,0.0,False,True,25.431133270263672,100.0,24.100000381469727,79.80000305175781,472.0,22.700000762939453,80.9000015258789,457.0,0.2869360148906708,8144.5185546875,0.0658867135643959,10.023526191711426,86.93862915039062,3.037806749343872,0.4308244287967682,7887.26953125,0.0988451391458511,10.580260276794434,86.21575927734375,3.204017877578736,0.2880991399288177,7837.4951171875,0.066698245704174,10.620850563049316,85.87057495117188,3.508607625961304,1.100000023841858,1.0,0.1199999973177909,0.6399999856948853,22.89999961853028,True,False,1,3,20.700000762939453,False,False,False,False,False,2023-05-05 13:21:39.436664,23.40000057220459,80.35000228881836,0,1.448294092519283,1.448294092519283,2.896588185038566
35712,35712,24.5,21.600000381469727,19.5,18.5,0.0,False,True,25.26620483398437,100.0,24.100000381469727,77.30000305175781,471.0,22.5,77.9000015258789,454.0,0.2813773453235626,8144.5185546875,0.0645275935530662,9.997931480407717,86.98780059814453,3.014253616333008,0.4276905357837677,7886.931640625,0.0980482175946235,10.524806022644045,86.28556823730469,3.189664840698242,0.2842062413692474,7852.5205078125,0.0656308084726333,10.544137001037598,85.98865509033203,3.4672598838806152,1.100000023841858,0.0,0.1099999994039535,0.6399999856948853,22.89999961853028,True,False,1,4,20.600000381469727,True,False,False,False,False,2023-05-05 13:22:40.957104,23.300000190734863,77.60000228881836,0,1.4019973053574537,1.4019973053574537,2.8039946107149074
35713,35713,24.5,21.600000381469727,19.5,18.5,0.0,False,True,25.03182983398437,100.0,24.0,73.5999984741211,470.0,22.299999237060547,77.0,452.0,0.2813475131988525,8152.32421875,0.0645655542612075,9.998778343200684,86.99468231201172,3.0065181255340576,0.4269233345985412,7900.1728515625,0.097837284207344,10.508440971374512,86.30554962158203,3.186051368713379,0.2833486795425415,7861.5244140625,0.0654825344681739,10.570302963256836,85.94632720947266,3.4833929538726807,1.100000023841858,0.0,0.1099999994039535,0.6399999856948853,22.89999961853028,True,False,1,4,20.600000381469727,False,False,False,False,False,2023-05-05 13:23:42.081119,23.149999618530273,75.29999923706055,0,1.341834330554006,1.341834330554006,2.683668661108012
35714,35714,24.5,21.600000381469727,19.5,18.5,0.0,False,True,24.98263931274414,100.0,23.89999961853028,70.5,469.0,22.100000381469727,74.0999984741211,450.0,0.2847564816474914,8152.32421875,0.0654044225811958,10.047555923461914,86.91883087158203,3.033613920211792,0.4282314777374267,7895.87548828125,0.0982807651162147,10.528321266174316,86.27525329589844,3.1964027881622314,0.2854914367198944,7852.53955078125,0.0660150051116943,10.583490371704102,85.92527770996094,3.491295337677002,1.100000023841858,0.0,0.0900000035762786,0.6399999856948853,22.89999961853028,True,False,3,5,20.600000381469727,True,False,False,False,False,2023-05-05 13:24:43.251490,23.000000000000004,72.29999923706055,0,1.413716005353925,1.413716005353925,2.82743201070785
35715,35715,24.5,21.600000381469727,19.5,18.5,0.0,False,True,24.733795166015625,100.0,23.799999237060547,69.5999984741211,468.0,21.89999961853028,77.9000015258789,448.0,0.2851295173168182,8173.44775390625,0.0654326528310775,10.032031059265137,86.93193054199219,3.0360560417175293,0.4308558404445648,7900.18212890625,0.0989149361848831,10.552717208862305,86.23807525634766,3.2092416286468506,0.2883346080780029,7847.56689453125,0.0667176023125648,10.599431037902832,85.88968658447266,3.5108890533447266,1.100000023841858,0.0,0.0900000035762786,0.6399999856948853,22.89999961853028,True,False,3,5,20.600000381469727,False,False,False,False,False,2023-05-05 13:25:44.438823,22.849999427795414,73.75,0,1.3432358416485761,1.3432358416485761,2.6864716832971522
35716,35716,24.5,21.600000381469727,19.5,18.5,0.0,False,True,24.65277862548828,100.0,23.799999237060547,72.80000305175781,467.0,22.0,81.19999694824219,447.0,0.289018839597702,8173.44775390625,0.0664693713188171,10.04804515838623,86.90606689453125,3.0458950996398926,0.4315204918384552,7888.58056640625,0.0990907922387123,10.532936096191406,86.26277160644531,3.204285383224488,0.2876846492290497,7850.54150390625,0.0665094479918479,10.581640243530272,85.92597961425781,3.4923689365386963,1.100000023841858,0.2000000029802322,0.0599999986588954,0.6399999856948853,22.89999961853028,True,False,3,5,20.600000381469727,False,False,False,False,False,2023-05-05 13:26:45.590246,22.899999618530273,77.0,0,1.2498146889638901,1.2498146889638901,2.4996293779277803
35717,35717,24.5,21.600000381469727,19.5,18.5,0.0,False,True,24.53704071044922,100.0,23.799999237060547,75.19999694824219,466.0,22.100000381469727,83.19999694824219,446.0,0.2922499179840088,8142.62646484375,0.0671784803271293,10.093382835388184,86.84843444824219,3.058166742324829,0.4329103827476501,7883.58544921875,0.0993241369724273,10.569459915161133,86.21566772460938,3.214906930923462,0.2921277284622192,7838.22705078125,0.0678604766726493,10.608899116516112,85.8903579711914,3.500746011734009,1.100000023841858,0.2000000029802322,0.0700000002980232,0.6399999856948853,22.89999961853028,True,False,3,5,20.600000381469727,True,False,False,False,False,2023-05-05 13:27:46.691806,22.949999809265137,79.19999694824219,0,1.1316355469870567,1.1316355469870567,2.2632710939741134
35718,35718,24.5,21.600000381469727,19.5,18.5,0.0,False,True,24.63541412353516,100.0,23.799999237060547,77.19999694824219,464.0,22.299999237060547,84.9000015258789,445.0,0.2940517067909241,8142.62646484375,0.0676788538694381,10.11255168914795,86.81128692626953,3.076179027557373,0.4357213675975799,7887.5537109375,0.1000686213374137,10.553375244140623,86.2190170288086,3.2276084423065186,0.2940345406532287,7815.7080078125,0.0682643204927444,10.633638381958008,85.86080932617188,3.505570650100708,1.100000023841858,0.0,0.0799999982118606,0.6399999856948853,22.89999961853028,True,False,3,5,20.600000381469727,False,False,False,False,False,2023-05-05 13:28:47.855201,23.049999237060547,81.04999923706055,0,1.1304761212635066,1.1304761212635066,2.260952242527013
35719,35719,24.5,21.600000381469727,19.5,18.5,0.0,False,True,24.733795166015625,100.0,23.89999961853028,78.69999694824219,463.0,22.39999961853028,85.9000015258789,443.0,0.3012371361255646,8142.62646484375,0.069483682513237,10.145397186279297,86.73820495605469,3.1164350509643555,0.4427015483379364,7869.19384765625,0.1018091738224029,10.56143856048584,86.2094955444336,3.2290496826171875,0.3002279102802276,7801.14208984375,0.0698802545666694,10.688526153564451,85.78526306152344,3.52620267868042,1.100000023841858,0.8999999761581421,0.0700000002980232,0.6399999856948853,22.89999961853028,True,False,3,5,20.600000381469727,False,False,False,False,False,2023-05-05 13:29:49.006627,23.14999961853028,82.29999923706055,0,1.129321455645556,1.129321455645556,2.258642911291112
35720,35720,24.5,21.600000381469727,19.5,18.5,0.0,False,True,24.733795166015625,100.0,23.89999961853028,80.0999984741211,462.0,22.5,86.80000305175781,442.0,0.3078956604003906,8018.35595703125,0.0711535066366195,10.207257270812988,86.65145111083984,3.141287326812744,0.4469379484653473,7853.298828125,0.1028001233935356,10.59924602508545,86.16004180908203,3.240689516067505,0.3075928390026092,7765.908203125,0.0717488378286361,10.723915100097656,85.7289047241211,3.547118186950684,1.100000023841858,0.8999999761581421,0.1199999973177909,0.6399999856948853,22.89999961853028,True,False,1,4,20.600000381469727,False,False,False,False,False,2023-05-05 13:30:50.195952,23.19999980926514,83.45000076293945,0,1.0936689446425414,1.0936689446425414,2.1873378892850828
